"N;Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [ÎĽSv/h];Standard deviation;Standard error of the mean value;CF;Number of measured points".
"288;2022-09-09;10:09:29;46.134;14.615;3.79;343.394;gps;0.06;0;0;0;1".
"289;2022-09-09;10:09:30;46.134;14.615;3.79;343.699;gps;0.06;0;0;0;1".
"290;2022-09-09;10:09:31;46.134;14.615;3.79;343.359;gps;0.061;0;0;0;1".
"291;2022-09-09;10:09:32;46.134;14.614;3.79;343.638;gps;0.06;0;0;0;1".
"292;2022-09-09;10:09:33;46.134;14.614;3.79;343.768;gps;0.059;0;0;0;1".
"293;2022-09-09;10:09:34;46.134;14.614;3.79;343.816;gps;0.059;0;0;0;1".
"294;2022-09-09;10:09:35;46.134;14.614;3.79;344.004;gps;0.058;0;0;0;1".
"295;2022-09-09;10:09:36;46.134;14.613;3.79;344.685;gps;0.059;0;0;0;1".
"296;2022-09-09;10:09:37;46.134;14.613;3.79;343.653;gps;0.059;0;0;0;1".
"297;2022-09-09;10:09:38;46.134;14.613;3.79;343.822;gps;0.06;0;0;0;1".
"298;2022-09-09;10:09:39;46.133;14.613;3.79;343.859;gps;0.059;0;0;0;1".
"299;2022-09-09;10:09:40;46.133;14.612;3.79;343.847;gps;0.059;0;0;0;1".
"300;2022-09-09;10:09:41;46.133;14.612;4.011;343.494;gps;0.059;0;0;0;1".
"301;2022-09-09;10:09:43;46.133;14.612;5.36;343.326;averaged;0.056;0;0;0;2".
"302;2022-09-09;10:09:44;46.133;14.611;3.79;344.615;gps;0.058;0;0;0;1".
"303;2022-09-09;10:09:45;46.132;14.611;3.79;345.544;gps;0.058;0;0;0;1".
"304;2022-09-09;10:09:46;46.132;14.611;3.79;346.572;gps;0.057;0;0;0;1".
"305;2022-09-09;10:09:47;46.132;14.611;3.79;346.888;gps;0.06;0;0;0;1".
"306;2022-09-09;10:09:48;46.132;14.61;3.79;346.861;gps;0.06;0;0;0;1".
"307;2022-09-09;10:09:49;46.132;14.61;3.79;346.811;gps;0.058;0;0;0;1".
"308;2022-09-09;10:09:50;46.132;14.61;3.79;346.238;gps;0.057;0;0;0;1".
"309;2022-09-09;10:09:51;46.131;14.61;3.79;346.468;gps;0.055;0;0;0;1".
"310;2022-09-09;10:09:52;46.131;14.609;3.79;345.1;gps;0.053;0;0;0;1".
"311;2022-09-09;10:09:53;46.131;14.609;3.79;344.798;gps;0.052;0;0;0;1".
"312;2022-09-09;10:09:54;46.131;14.609;3.79;345.331;gps;0.052;0;0;0;1".
"313;2022-09-09;10:09:55;46.131;14.609;3.79;345.251;gps;0.055;0;0;0;1".
"314;2022-09-09;10:09:56;46.13;14.608;3.79;344.851;gps;0.055;0;0;0;1".
"315;2022-09-09;10:09:57;46.13;14.608;3.79;345.548;gps;0.057;0;0;0;1".
"316;2022-09-09;10:09:58;46.13;14.608;3.79;345.33;gps;0.057;0;0;0;1".
"317;2022-09-09;10:09:59;46.13;14.608;3.79;345.048;gps;0.057;0;0;0;1".
"318;2022-09-09;10:10:00;46.13;14.607;3.79;345.129;gps;0.056;0;0;0;1".
"319;2022-09-09;10:10:01;46.129;14.607;3.79;345.279;gps;0.056;0;0;0;1".
"320;2022-09-09;10:10:02;46.129;14.607;3.79;344.668;gps;0.055;0;0;0;1".
"321;2022-09-09;10:10:03;46.129;14.607;3.79;344.349;gps;0.054;0;0;0;1".
"322;2022-09-09;10:10:04;46.129;14.606;3.79;344.418;gps;0.055;0;0;0;1".
"323;2022-09-09;10:10:05;46.128;14.606;3.79;344.42;gps;0.055;0;0;0;1".
"324;2022-09-09;10:10:06;46.128;14.606;3.79;343.865;gps;0.053;0;0;0;1".
"325;2022-09-09;10:10:07;46.128;14.606;3.79;344.269;gps;0.053;0;0;0;1".
"326;2022-09-09;10:10:08;46.128;14.606;3.79;343.688;gps;0.054;0;0;0;1".
"327;2022-09-09;10:10:09;46.127;14.605;3.79;343.285;gps;0.052;0;0;0;1".
"328;2022-09-09;10:10:10;46.127;14.605;3.79;343.389;gps;0.062;0;0;0;1".
"329;2022-09-09;10:10:11;46.127;14.605;3.79;343.091;gps;0.069;0;0;0;1".
"330;2022-09-09;10:10:12;46.127;14.605;3.79;343.005;gps;0.069;0;0;0;1".
"331;2022-09-09;10:10:13;46.126;14.605;3.79;342.793;gps;0.07;0;0;0;1".
"332;2022-09-09;10:10:14;46.126;14.605;3.79;342.007;gps;0.069;0;0;0;1".
"333;2022-09-09;10:10:15;46.126;14.604;3.79;342.12;gps;0.069;0;0;0;1".
"334;2022-09-09;10:10:16;46.126;14.604;3.79;341.542;gps;0.068;0;0;0;1".
"335;2022-09-09;10:10:17;46.125;14.604;3.79;340.891;gps;0.066;0;0;0;1".
"336;2022-09-09;10:10:18;46.125;14.604;3.79;340.205;gps;0.064;0;0;0;1".
"337;2022-09-09;10:10:20;46.125;14.604;5.36;340.566;averaged;0.062;0.001;0.001;0;2".
"338;2022-09-09;10:10:22;46.124;14.603;3.79;340.701;gps;0.058;0;0;0;1".
"339;2022-09-09;10:10:23;46.124;14.603;3.79;340.939;gps;0.057;0;0;0;1".
"340;2022-09-09;10:10:24;46.124;14.603;3.79;340.437;gps;0.058;0;0;0;1".
"341;2022-09-09;10:10:25;46.123;14.603;3.79;340.601;gps;0.057;0;0;0;1".
"342;2022-09-09;10:10:26;46.123;14.603;3.79;340.494;gps;0.057;0;0;0;1".
"343;2022-09-09;10:10:27;46.123;14.603;3.79;340.195;gps;0.055;0;0;0;1".
"344;2022-09-09;10:10:28;46.122;14.603;3.79;340.209;gps;0.055;0;0;0;1".
"345;2022-09-09;10:10:29;46.122;14.603;3.79;340.095;gps;0.055;0;0;0;1".
"346;2022-09-09;10:10:30;46.122;14.603;3.79;339.674;gps;0.058;0;0;0;1".
"347;2022-09-09;10:10:31;46.122;14.603;3.79;339.629;gps;0.056;0;0;0;1".
"348;2022-09-09;10:10:32;46.121;14.603;3.79;339.352;gps;0.057;0;0;0;1".
"349;2022-09-09;10:10:33;46.121;14.603;3.79;339.429;gps;0.058;0;0;0;1".
"350;2022-09-09;10:10:34;46.121;14.603;3.79;338.941;gps;0.058;0;0;0;1".
"351;2022-09-09;10:10:35;46.121;14.603;3.79;339.135;gps;0.057;0;0;0;1".
"352;2022-09-09;10:10:36;46.12;14.603;3.79;338.778;gps;0.056;0;0;0;1".
"353;2022-09-09;10:10:37;46.12;14.602;3.79;338.644;gps;0.055;0;0;0;1".
"354;2022-09-09;10:10:38;46.12;14.602;3.79;339.14;gps;0.053;0;0;0;1".
"355;2022-09-09;10:10:39;46.12;14.602;3.79;338.603;gps;0.052;0;0;0;1".
"356;2022-09-09;10:10:40;46.119;14.602;3.79;338.461;gps;0.052;0;0;0;1".
"357;2022-09-09;10:10:41;46.119;14.602;3.79;338.131;gps;0.053;0;0;0;1".
"358;2022-09-09;10:10:42;46.119;14.602;3.79;338.012;gps;0.054;0;0;0;1".
"359;2022-09-09;10:10:43;46.119;14.602;3.79;338.151;gps;0.055;0;0;0;1".
"360;2022-09-09;10:10:44;46.118;14.602;3.79;338.313;gps;0.058;0;0;0;1".
"361;2022-09-09;10:10:45;46.118;14.602;3.79;338.68;gps;0.057;0;0;0;1".
"362;2022-09-09;10:10:46;46.118;14.602;3.79;338.566;gps;0.057;0;0;0;1".
"363;2022-09-09;10:10:47;46.118;14.602;3.79;338.288;gps;0.056;0;0;0;1".
"364;2022-09-09;10:10:48;46.117;14.602;3.79;338.27;gps;0.056;0;0;0;1".
"365;2022-09-09;10:10:49;46.117;14.602;3.79;338.09;gps;0.055;0;0;0;1".
"366;2022-09-09;10:10:50;46.117;14.602;3.79;337.43;gps;0.055;0;0;0;1".
"367;2022-09-09;10:10:51;46.117;14.602;3.79;337.815;gps;0.051;0;0;0;1".
"368;2022-09-09;10:10:52;46.116;14.602;3.79;337.367;gps;0.055;0;0;0;1".
"369;2022-09-09;10:10:53;46.116;14.602;3.79;336.82;gps;0.056;0;0;0;1".
"370;2022-09-09;10:10:54;46.116;14.602;3.79;336.879;gps;0.057;0;0;0;1".
"371;2022-09-09;10:10:55;46.116;14.602;3.79;337.09;gps;0.058;0;0;0;1".
"372;2022-09-09;10:10:56;46.115;14.602;3.79;337.236;gps;0.058;0;0;0;1".
"373;2022-09-09;10:10:57;46.115;14.602;3.79;337.24;gps;0.058;0;0;0;1".
"374;2022-09-09;10:10:58;46.115;14.602;3.79;337.284;gps;0.058;0;0;0;1".
"375;2022-09-09;10:10:59;46.115;14.602;3.79;336.569;gps;0.058;0;0;0;1".
"376;2022-09-09;10:11:00;46.114;14.602;3.79;336.429;gps;0.056;0;0;0;1".
"377;2022-09-09;10:11:01;46.114;14.602;3.79;336.239;gps;0.056;0;0;0;1".
"378;2022-09-09;10:11:02;46.114;14.602;3.79;335.517;gps;0.057;0;0;0;1".
"379;2022-09-09;10:11:03;46.114;14.602;3.79;335.281;gps;0.059;0;0;0;1".
"380;2022-09-09;10:11:04;46.113;14.602;3.79;335.282;gps;0.06;0;0;0;1".
"381;2022-09-09;10:11:05;46.113;14.602;3.79;333.644;gps;0.06;0;0;0;1".
"382;2022-09-09;10:11:06;46.113;14.601;3.79;333.444;gps;0.059;0;0;0;1".
"383;2022-09-09;10:11:07;46.112;14.601;3.79;333.242;gps;0.057;0;0;0;1".
"384;2022-09-09;10:11:09;46.112;14.601;5.36;332.832;averaged;0.053;0.001;0.001;0;2".
"385;2022-09-09;10:11:11;46.112;14.601;5.36;332.533;averaged;0.053;0.001;0.001;0;2".
"386;2022-09-09;10:11:13;46.111;14.601;5.36;331.511;averaged;0.056;0.001;0.001;0;2".
"387;2022-09-09;10:11:15;46.111;14.601;5.36;331.252;averaged;0.052;0.001;0.001;0;2".
"388;2022-09-09;10:11:17;46.11;14.6;5.36;331.521;averaged;0.051;0;0;0;2".
"389;2022-09-09;10:11:18;46.11;14.6;3.79;331.972;gps;0.051;0;0;0;1".
"390;2022-09-09;10:11:19;46.109;14.6;3.79;332.217;gps;0.052;0;0;0;1".
"391;2022-09-09;10:11:20;46.109;14.6;3.79;334.471;gps;0.052;0;0;0;1".
"392;2022-09-09;10:11:21;46.109;14.6;3.79;333.485;gps;0.053;0;0;0;1".
"393;2022-09-09;10:11:22;46.109;14.6;3.79;332.871;gps;0.051;0;0;0;1".
"394;2022-09-09;10:11:23;46.108;14.6;3.79;332.47;gps;0.053;0;0;0;1".
"395;2022-09-09;10:11:24;46.108;14.599;3.79;332.42;gps;0.057;0;0;0;1".
"396;2022-09-09;10:11:24;46.108;14.599;3.79;332.279;gps;0.055;0;0;0;1".
"397;2022-09-09;10:11:26;46.108;14.599;3.79;331.656;gps;0.054;0;0;0;1".
"398;2022-09-09;10:11:27;46.107;14.599;3.79;331.89;gps;0.055;0;0;0;1".
"399;2022-09-09;10:11:28;46.107;14.599;3.79;331.369;gps;0.057;0;0;0;1".
"400;2022-09-09;10:11:28;46.107;14.599;3.79;331.536;gps;0.06;0;0;0;1".
"401;2022-09-09;10:11:30;46.107;14.598;3.79;331.981;gps;0.061;0;0;0;1".
"402;2022-09-09;10:11:30;46.106;14.598;3.79;332.178;gps;0.061;0;0;0;1".
"403;2022-09-09;10:11:32;46.106;14.598;3.79;332.548;gps;0.063;0;0;0;1".
"404;2022-09-09;10:11:32;46.106;14.598;3.79;332.918;gps;0.062;0;0;0;1".
"405;2022-09-09;10:11:33;46.105;14.598;3.79;333.127;gps;0.06;0;0;0;1".
"406;2022-09-09;10:11:34;46.105;14.598;3.79;333.252;gps;0.06;0;0;0;1".
"407;2022-09-09;10:11:35;46.105;14.597;3.79;333.762;gps;0.06;0;0;0;1".
"408;2022-09-09;10:11:36;46.105;14.597;3.79;333.554;gps;0.059;0;0;0;1".
"409;2022-09-09;10:11:37;46.104;14.597;3.79;333.831;gps;0.058;0;0;0;1".
"410;2022-09-09;10:11:38;46.104;14.597;3.79;333.816;gps;0.056;0;0;0;1".
"411;2022-09-09;10:11:39;46.104;14.596;3.79;333.581;gps;0.055;0;0;0;1".
"412;2022-09-09;10:11:40;46.104;14.596;3.79;333.508;gps;0.057;0;0;0;1".
"413;2022-09-09;10:11:41;46.103;14.596;3.79;333.419;gps;0.056;0;0;0;1".
"414;2022-09-09;10:11:42;46.103;14.596;3.79;333.869;gps;0.056;0;0;0;1".
"415;2022-09-09;10:11:43;46.103;14.595;3.79;333.823;gps;0.055;0;0;0;1".
"416;2022-09-09;10:11:44;46.103;14.595;3.79;333.535;gps;0.054;0;0;0;1".
"417;2022-09-09;10:11:45;46.102;14.595;3.79;333.181;gps;0.053;0;0;0;1".
"418;2022-09-09;10:11:46;46.102;14.595;3.79;333.354;gps;0.052;0;0;0;1".
"419;2022-09-09;10:11:47;46.102;14.594;3.79;333.545;gps;0.053;0;0;0;1".
"420;2022-09-09;10:11:48;46.102;14.594;3.79;333.491;gps;0.051;0;0;0;1".
"421;2022-09-09;10:11:49;46.101;14.594;3.79;333.232;gps;0.051;0;0;0;1".
"422;2022-09-09;10:11:50;46.101;14.594;3.79;333.164;gps;0.052;0;0;0;1".
"423;2022-09-09;10:11:51;46.101;14.594;3.79;333.354;gps;0.052;0;0;0;1".
"424;2022-09-09;10:11:52;46.101;14.593;3.79;331.882;gps;0.052;0;0;0;1".
"425;2022-09-09;10:11:53;46.101;14.593;3.79;331.592;gps;0.052;0;0;0;1".
"426;2022-09-09;10:11:54;46.1;14.593;3.79;332.22;gps;0.052;0;0;0;1".
"427;2022-09-09;10:11:55;46.1;14.593;3.79;331.971;gps;0.052;0;0;0;1".
"428;2022-09-09;10:11:56;46.1;14.592;3.79;331.577;gps;0.054;0;0;0;1".
"429;2022-09-09;10:11:57;46.1;14.592;3.79;331.876;gps;0.057;0;0;0;1".
"430;2022-09-09;10:11:58;46.099;14.592;3.79;331.38;gps;0.056;0;0;0;1".
"431;2022-09-09;10:11:59;46.099;14.592;3.79;331.458;gps;0.058;0;0;0;1".
"432;2022-09-09;10:12:00;46.099;14.592;3.79;331.616;gps;0.06;0;0;0;1".
"433;2022-09-09;10:12:01;46.099;14.591;3.79;331.358;gps;0.059;0;0;0;1".
"434;2022-09-09;10:12:02;46.098;14.591;3.79;330.925;gps;0.059;0;0;0;1".
"435;2022-09-09;10:12:03;46.098;14.591;3.79;330.734;gps;0.058;0;0;0;1".
"436;2022-09-09;10:12:04;46.098;14.591;3.79;330.629;gps;0.059;0;0;0;1".
"437;2022-09-09;10:12:05;46.098;14.59;3.79;330.203;gps;0.059;0;0;0;1".
"438;2022-09-09;10:12:06;46.097;14.59;3.79;330.117;gps;0.058;0;0;0;1".
"439;2022-09-09;10:12:07;46.097;14.59;3.79;330.66;gps;0.057;0;0;0;1".
"440;2022-09-09;10:12:08;46.097;14.59;3.79;330.086;gps;0.055;0;0;0;1".
"441;2022-09-09;10:12:09;46.097;14.59;3.79;329.557;gps;0.055;0;0;0;1".
"442;2022-09-09;10:12:10;46.096;14.59;3.79;329.196;gps;0.053;0;0;0;1".
"443;2022-09-09;10:12:11;46.096;14.589;3.79;328.696;gps;0.052;0;0;0;1".
"444;2022-09-09;10:12:12;46.096;14.589;3.79;329.034;gps;0.051;0;0;0;1".
"445;2022-09-09;10:12:13;46.096;14.589;3.79;328.758;gps;0.052;0;0;0;1".
"446;2022-09-09;10:12:14;46.096;14.589;3.79;328.773;gps;0.052;0;0;0;1".
"447;2022-09-09;10:12:15;46.095;14.589;3.79;329.552;gps;0.053;0;0;0;1".
"448;2022-09-09;10:12:16;46.095;14.589;3.79;328.727;gps;0.051;0;0;0;1".
"449;2022-09-09;10:12:17;46.095;14.588;3.79;328.341;gps;0.051;0;0;0;1".
"450;2022-09-09;10:12:18;46.095;14.588;3.79;328.205;gps;0.051;0;0;0;1".
"451;2022-09-09;10:12:19;46.094;14.588;3.79;327.791;gps;0.051;0;0;0;1".
"452;2022-09-09;10:12:20;46.094;14.588;3.79;327.22;gps;0.051;0;0;0;1".
"453;2022-09-09;10:12:21;46.094;14.588;3.79;326.876;gps;0.053;0;0;0;1".
"454;2022-09-09;10:12:22;46.094;14.588;3.79;326.208;gps;0.054;0;0;0;1".
"455;2022-09-09;10:12:23;46.093;14.588;3.79;325.973;gps;0.052;0;0;0;1".
"456;2022-09-09;10:12:24;46.093;14.588;3.79;326.594;gps;0.053;0;0;0;1".
"457;2022-09-09;10:12:25;46.093;14.587;3.79;325.666;gps;0.054;0;0;0;1".
"458;2022-09-09;10:12:26;46.093;14.587;3.79;325.738;gps;0.053;0;0;0;1".
"459;2022-09-09;10:12:27;46.092;14.587;3.79;325.417;gps;0.051;0;0;0;1".
"460;2022-09-09;10:12:28;46.092;14.587;3.79;325.495;gps;0.051;0;0;0;1".
"461;2022-09-09;10:12:29;46.092;14.587;3.79;325.452;gps;0.049;0;0;0;1".
"462;2022-09-09;10:12:30;46.091;14.587;3.79;325.096;gps;0.048;0;0;0;1".
"463;2022-09-09;10:12:31;46.091;14.587;3.79;324.933;gps;0.048;0;0;0;1".
"464;2022-09-09;10:12:32;46.091;14.587;3.79;324.919;gps;0.047;0;0;0;1".
"465;2022-09-09;10:12:33;46.091;14.587;3.79;325.051;gps;0.047;0;0;0;1".
"466;2022-09-09;10:12:34;46.09;14.586;3.79;325.258;gps;0.05;0;0;0;1".
"467;2022-09-09;10:12:35;46.09;14.586;3.79;324.601;gps;0.05;0;0;0;1".
"468;2022-09-09;10:12:36;46.09;14.586;3.79;326.263;gps;0.047;0;0;0;1".
"469;2022-09-09;10:12:37;46.09;14.586;3.79;325.927;gps;0.05;0;0;0;1".
"470;2022-09-09;10:12:38;46.089;14.586;3.79;325.769;gps;0.055;0;0;0;1".
"471;2022-09-09;10:12:39;46.089;14.586;3.79;325.561;gps;0.056;0;0;0;1".
"472;2022-09-09;10:12:40;46.089;14.586;3.79;325.53;gps;0.055;0;0;0;1".
"473;2022-09-09;10:12:41;46.089;14.586;3.79;325.867;gps;0.055;0;0;0;1".
"474;2022-09-09;10:12:42;46.088;14.585;3.79;326.096;gps;0.056;0;0;0;1".
"475;2022-09-09;10:12:43;46.088;14.585;3.79;326.274;gps;0.056;0;0;0;1".
"476;2022-09-09;10:12:44;46.088;14.585;3.79;325.901;gps;0.057;0;0;0;1".
"477;2022-09-09;10:12:45;46.087;14.585;3.79;326.207;gps;0.056;0;0;0;1".
"478;2022-09-09;10:12:46;46.087;14.585;3.79;326.644;gps;0.055;0;0;0;1".
"479;2022-09-09;10:12:47;46.087;14.585;3.79;326.792;gps;0.055;0;0;0;1".
"480;2022-09-09;10:12:48;46.087;14.585;3.79;327.65;gps;0.054;0;0;0;1".
"481;2022-09-09;10:12:49;46.086;14.585;3.79;328.026;gps;0.054;0;0;0;1".
"482;2022-09-09;10:12:50;46.086;14.584;3.79;328.697;gps;0.054;0;0;0;1".
"483;2022-09-09;10:12:51;46.086;14.584;3.79;328.615;gps;0.052;0;0;0;1".
"484;2022-09-09;10:12:52;46.086;14.584;3.79;328.794;gps;0.053;0;0;0;1".
"485;2022-09-09;10:12:53;46.085;14.584;3.79;328.89;gps;0.052;0;0;0;1".
"486;2022-09-09;10:12:54;46.085;14.584;3.79;328.831;gps;0.052;0;0;0;1".
"487;2022-09-09;10:12:55;46.085;14.584;3.79;329.068;gps;0.049;0;0;0;1".
"488;2022-09-09;10:12:56;46.085;14.584;3.79;328.666;gps;0.051;0;0;0;1".
"489;2022-09-09;10:12:57;46.084;14.584;3.79;328.799;gps;0.054;0;0;0;1".
"490;2022-09-09;10:12:58;46.084;14.584;3.79;328.472;gps;0.056;0;0;0;1".
"491;2022-09-09;10:12:59;46.084;14.583;3.79;328.329;gps;0.057;0;0;0;1".
"492;2022-09-09;10:13:00;46.084;14.583;3.79;328.737;gps;0.055;0;0;0;1".
"493;2022-09-09;10:13:01;46.083;14.583;3.79;327.972;gps;0.054;0;0;0;1".
"494;2022-09-09;10:13:02;46.083;14.583;3.79;327.699;gps;0.054;0;0;0;1".
"495;2022-09-09;10:13:03;46.083;14.583;3.79;327.54;gps;0.055;0;0;0;1".
"496;2022-09-09;10:13:04;46.083;14.583;3.79;327.854;gps;0.054;0;0;0;1".
"497;2022-09-09;10:13:05;46.082;14.583;3.79;327.369;gps;0.055;0;0;0;1".
"498;2022-09-09;10:13:06;46.082;14.583;3.79;327.831;gps;0.055;0;0;0;1".
"499;2022-09-09;10:13:07;46.082;14.583;3.79;327.227;gps;0.056;0;0;0;1".
"500;2022-09-09;10:13:08;46.082;14.582;3.79;327.025;gps;0.056;0;0;0;1".
"501;2022-09-09;10:13:09;46.081;14.582;3.79;326.839;gps;0.057;0;0;0;1".
"502;2022-09-09;10:13:10;46.081;14.582;3.79;326.232;gps;0.057;0;0;0;1".
"503;2022-09-09;10:13:11;46.081;14.582;3.79;325.938;gps;0.057;0;0;0;1".
"504;2022-09-09;10:13:12;46.081;14.582;3.79;325.527;gps;0.056;0;0;0;1".
"505;2022-09-09;10:13:13;46.08;14.582;3.79;325.532;gps;0.054;0;0;0;1".
"506;2022-09-09;10:13:14;46.08;14.582;3.79;325.499;gps;0.054;0;0;0;1".
"507;2022-09-09;10:13:15;46.08;14.582;3.79;325.21;gps;0.052;0;0;0;1".
"508;2022-09-09;10:13:16;46.08;14.582;3.79;325.431;gps;0.052;0;0;0;1".
"509;2022-09-09;10:13:17;46.079;14.581;3.79;325.205;gps;0.053;0;0;0;1".
"510;2022-09-09;10:13:18;46.079;14.581;3.79;324.682;gps;0.054;0;0;0;1".
"511;2022-09-09;10:13:19;46.079;14.581;3.79;324.534;gps;0.054;0;0;0;1".
"512;2022-09-09;10:13:20;46.079;14.581;3.79;324.668;gps;0.054;0;0;0;1".
"513;2022-09-09;10:13:21;46.078;14.581;3.79;323.877;gps;0.05;0;0;0;1".
"514;2022-09-09;10:13:22;46.078;14.581;3.79;323.555;gps;0.048;0;0;0;1".
"515;2022-09-09;10:13:23;46.078;14.581;3.79;323.102;gps;0.048;0;0;0;1".
"516;2022-09-09;10:13:24;46.078;14.581;3.79;323.557;gps;0.048;0;0;0;1".
"517;2022-09-09;10:13:25;46.077;14.581;3.79;323.269;gps;0.049;0;0;0;1".
"518;2022-09-09;10:13:26;46.077;14.581;3.79;322.877;gps;0.052;0;0;0;1".
"519;2022-09-09;10:13:27;46.077;14.58;3.79;322.967;gps;0.053;0;0;0;1".
"520;2022-09-09;10:13:28;46.077;14.58;3.79;322.851;gps;0.054;0;0;0;1".
"521;2022-09-09;10:13:29;46.077;14.58;3.79;322.939;gps;0.052;0;0;0;1".
"522;2022-09-09;10:13:30;46.076;14.58;3.79;322.46;gps;0.052;0;0;0;1".
"523;2022-09-09;10:13:31;46.076;14.58;3.79;322.663;gps;0.054;0;0;0;1".
"524;2022-09-09;10:13:32;46.076;14.58;3.79;322.553;gps;0.053;0;0;0;1".
"525;2022-09-09;10:13:33;46.076;14.58;3.79;323.112;gps;0.055;0;0;0;1".
"526;2022-09-09;10:13:34;46.075;14.58;3.79;322.712;gps;0.055;0;0;0;1".
"527;2022-09-09;10:13:35;46.075;14.58;3.79;322.499;gps;0.055;0;0;0;1".
"528;2022-09-09;10:13:36;46.075;14.58;3.79;323.134;gps;0.055;0;0;0;1".
"529;2022-09-09;10:13:37;46.075;14.579;3.79;322.685;gps;0.054;0;0;0;1".
"530;2022-09-09;10:13:38;46.075;14.579;3.79;323.078;gps;0.053;0;0;0;1".
"531;2022-09-09;10:13:40;46.074;14.579;3.79;323.269;gps;0.052;0;0;0;1".
"532;2022-09-09;10:13:41;46.074;14.579;3.79;323.441;gps;0.051;0;0;0;1".
"533;2022-09-09;10:13:42;46.074;14.579;3.79;323.052;gps;0.051;0;0;0;1".
"534;2022-09-09;10:13:43;46.073;14.579;3.79;323.357;gps;0.051;0;0;0;1".
"535;2022-09-09;10:13:44;46.073;14.579;3.79;323.568;gps;0.051;0;0;0;1".
"536;2022-09-09;10:13:45;46.073;14.579;3.79;323.698;gps;0.05;0;0;0;1".
"537;2022-09-09;10:13:46;46.073;14.579;3.79;323.626;gps;0.052;0;0;0;1".
"538;2022-09-09;10:13:47;46.073;14.578;3.79;324.051;gps;0.053;0;0;0;1".
"539;2022-09-09;10:13:48;46.072;14.578;3.79;324.219;gps;0.05;0;0;0;1".
"540;2022-09-09;10:13:49;46.072;14.578;3.79;324.026;gps;0.05;0;0;0;1".
"541;2022-09-09;10:13:50;46.072;14.578;3.79;324.135;gps;0.05;0;0;0;1".
"542;2022-09-09;10:13:51;46.072;14.578;3.79;324.059;gps;0.05;0;0;0;1".
"543;2022-09-09;10:13:52;46.071;14.578;3.79;324.114;gps;0.05;0;0;0;1".
"544;2022-09-09;10:13:53;46.071;14.578;3.79;323.876;gps;0.05;0;0;0;1".
"545;2022-09-09;10:13:54;46.071;14.578;3.79;323.726;gps;0.052;0;0;0;1".
"546;2022-09-09;10:13:55;46.071;14.578;3.79;323.945;gps;0.055;0;0;0;1".
"547;2022-09-09;10:13:56;46.071;14.578;3.79;323.372;gps;0.055;0;0;0;1".
"548;2022-09-09;10:13:57;46.07;14.578;3.79;323.434;gps;0.052;0;0;0;1".
"549;2022-09-09;10:13:58;46.07;14.578;3.79;323.633;gps;0.053;0;0;0;1".
"550;2022-09-09;10:13:59;46.07;14.577;3.79;323.583;gps;0.053;0;0;0;1".
"551;2022-09-09;10:14:00;46.07;14.577;3.79;323.461;gps;0.053;0;0;0;1".
"552;2022-09-09;10:14:01;46.07;14.577;3.79;323.588;gps;0.055;0;0;0;1".
"553;2022-09-09;10:14:02;46.069;14.577;3.79;323.302;gps;0.053;0;0;0;1".
"554;2022-09-09;10:14:03;46.069;14.577;3.79;323.278;gps;0.054;0;0;0;1".
"555;2022-09-09;10:14:04;46.069;14.577;3.79;323.459;gps;0.055;0;0;0;1".
"556;2022-09-09;10:14:05;46.069;14.577;3.79;323.01;gps;0.054;0;0;0;1".
"557;2022-09-09;10:14:06;46.068;14.577;3.79;322.753;gps;0.054;0;0;0;1".
"558;2022-09-09;10:14:07;46.068;14.577;3.79;323.178;gps;0.054;0;0;0;1".
"559;2022-09-09;10:14:08;46.068;14.577;3.79;323.327;gps;0.058;0;0;0;1".
"560;2022-09-09;10:14:09;46.068;14.577;3.79;323.08;gps;0.06;0;0;0;1".
"561;2022-09-09;10:14:10;46.068;14.577;3.79;323.009;gps;0.059;0;0;0;1".
"562;2022-09-09;10:14:11;46.067;14.576;3.79;323.116;gps;0.058;0;0;0;1".
"563;2022-09-09;10:14:12;46.067;14.576;3.79;323.061;gps;0.056;0;0;0;1".
"564;2022-09-09;10:14:13;46.067;14.576;3.79;323.12;gps;0.056;0;0;0;1".
"565;2022-09-09;10:14:14;46.067;14.576;3.79;323.086;gps;0.055;0;0;0;1".
"566;2022-09-09;10:14:15;46.067;14.576;3.79;323.427;gps;0.056;0;0;0;1".
"567;2022-09-09;10:14:16;46.066;14.576;3.79;322.906;gps;0.056;0;0;0;1".
"568;2022-09-09;10:14:17;46.066;14.576;3.79;323.08;gps;0.057;0;0;0;1".
"569;2022-09-09;10:14:18;46.066;14.576;3.79;323.384;gps;0.058;0;0;0;1".
"570;2022-09-09;10:14:19;46.066;14.576;3.79;323.469;gps;0.058;0;0;0;1".
"571;2022-09-09;10:14:20;46.065;14.576;3.79;323.181;gps;0.058;0;0;0;1".
"572;2022-09-09;10:14:21;46.065;14.576;3.79;323.237;gps;0.059;0;0;0;1".
"573;2022-09-09;10:14:22;46.065;14.576;3.79;322.682;gps;0.058;0;0;0;1".
"574;2022-09-09;10:14:23;46.065;14.576;3.79;322.446;gps;0.057;0;0;0;1".
"575;2022-09-09;10:14:24;46.065;14.576;3.79;322.456;gps;0.056;0;0;0;1".
"576;2022-09-09;10:14:25;46.064;14.575;3.79;322.086;gps;0.056;0;0;0;1".
