;"""N";Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [μSv/h];Standard deviation;Standard error of the mean value;CF;"Number of measured points""."
4473;"""4474";2021-09-06;10:54:37;45.859;15.142;3.79;310.333;gps;0.065;0;0;0;"1""."
4475;"""4476";2021-09-06;10:54:41;45.858;15.142;3.79;311.89;gps;0.065;0;0;0;"1""."
44201;"""2060";2022-06-06;10:49:48;45.88;15.079;9.935;363.626;gps;0.065;0;0;0;"1""."
53650;"""701";2022-05-28;18:20:12;46.459;15.711;3.79;303.102;gps;0.065;0;0;0;"1""."
47203;"""1356";2021-09-23;06:14:10;46.176;14.812;10.236;483.972;gps;0.065;0;0;0;"1""."
53654;"""705";2022-05-28;18:20:16;46.46;15.709;3.79;304.253;gps;0.065;0;0;0;"1""."
34042;"""20043";2021-09-08;19:04:48;45.937;14.785;3.79;385.514;gps;0.065;0;0;0;"1""."
57260;"""4311";2022-05-28;19:25:17;46.064;14.575;3.79;321.05;gps;0.065;0;0;0;"1""."
53664;"""715";2022-05-28;18:20:26;46.461;15.705;3.79;307.474;gps;0.065;0;0;0;"1""."
47195;"""1348";2021-09-23;06:13:54;46.175;14.806;9.935;471.304;gps;0.065;0;0;0;"1""."
57253;"""4304";2022-05-28;19:25:10;46.065;14.576;3.79;320.457;gps;0.065;0;0;0;"1""."
56528;"""3579";2022-05-28;19:13:02;46.165;14.763;3.98;422.474;gps;0.065;0;0;0;"1""."
56277;"""3328";2022-05-28;19:08:25;46.182;14.856;3.79;571.697;gps;0.065;0;0;0;"1""."
44780;"""2639";2022-06-06;10:59:35;45.863;15.263;3.79;210.435;gps;0.065;0;0;0;"1""."
44695;"""2554";2022-06-06;10:58:10;45.848;15.238;3.79;243.519;gps;0.065;0;0;0;"1""."
56385;"""3436";2022-05-28;19:10:38;46.177;14.816;3.79;501.315;gps;0.065;0;0;0;"1""."
32982;"""18983";2021-09-08;18:30:02;45.938;15.49;3.79;203.849;gps;0.065;0;0;0;"1""."
4766;"""4767";2021-09-06;11:04:17;45.898;15.325;9.935;206.169;gps;0.065;0;0;0;"1""."
56743;"""3794";2022-05-28;19:16:39;46.164;14.686;3.79;372.447;gps;0.065;0;0;0;"1""."
56720;"""3771";2022-05-28;19:16:16;46.168;14.693;3.79;378.437;gps;0.065;0;0;0;"1""."
4781;"""4782";2021-09-06;11:04:46;45.903;15.336;3.79;203.371;gps;0.065;0;0;0;"1""."
56774;"""3825";2022-05-28;19:17:10;46.158;14.676;3.79;369.375;gps;0.065;0;0;0;"1""."
4787;"""4788";2021-09-06;11:04:58;45.905;15.341;3.79;198.933;gps;0.065;0;0;0;"1""."
4790;"""4791";2021-09-06;11:05:04;45.905;15.344;3.79;196.201;gps;0.065;0;0;0;"1""."
4789;"""4790";2021-09-06;11:05:02;45.905;15.343;3.79;197.495;gps;0.065;0;0;0;"1""."
48690;"""2843";2021-09-23;07:02:52;46.351;15.492;3.79;342.623;gps;0.066;0;0;0;"1""."
48695;"""2848";2021-09-23;07:03:02;46.353;15.494;3.79;348.248;gps;0.066;0;0;0;"1""."
48674;"""2827";2021-09-23;07:02:20;46.348;15.489;3.79;332.503;gps;0.066;0;0;0;"1""."
48303;"""2456";2021-09-23;06:50:11;46.339;15.477;10.033;344.557;gps;0.066;0;0;0;"1""."
45837;"""3696";2022-06-06;11:58:50;45.957;15.489;9.935;209.975;gps;0.066;0;0;0;"1""."
48697;"""2850";2021-09-23;07:03:06;46.353;15.495;3.79;351.767;gps;0.066;0;0;0;"1""."
3458;"""3459";2021-09-06;10:21:25;46.025;14.505;9.935;332.903;gps;0.066;0;0;0;"1""."
42701;"""560";2022-06-06;10:24:18;46.002;14.579;3.79;375.646;gps;0.066;0;0;0;"1""."
47551;"""1704";2021-09-23;06:25:36;46.24;14.953;3.79;387.272;gps;0.066;0;0;0;"1""."
43608;"""1467";2022-06-06;10:39:38;45.925;14.871;3.79;363.52;gps;0.066;0;0;0;"1""."
44621;"""2480";2022-06-06;10:56:56;45.838;15.212;3.79;240.401;gps;0.066;0;0;0;"1""."
44486;"""2345";2022-06-06;10:54:41;45.837;15.166;3.79;291.92;gps;0.066;0;0;0;"1""."
34366;"""20367";2021-09-08;19:15:23;46.014;14.558;3.79;356.478;gps;0.066;0;0;0;"1""."
47684;"""1837";2021-09-23;06:29:57;46.258;15.046;9.935;333.617;gps;0.066;0;0;0;"1""."
47685;"""1838";2021-09-23;06:29:59;46.258;15.047;9.935;332.995;gps;0.066;0;0;0;"1""."
43482;"""1341";2022-06-06;10:37:32;45.934;14.827;3.79;363.947;gps;0.066;0;0;0;"1""."
47734;"""1887";2021-09-23;06:31:34;46.26;15.089;3.79;324.701;gps;0.066;0;0;0;"1""."
43477;"""1336";2022-06-06;10:37:27;45.933;14.825;3.79;366.738;gps;0.066;0;0;0;"1""."
47669;"""1822";2021-09-23;06:29:27;46.257;15.033;9.935;337.927;gps;0.066;0;0;0;"1""."
47741;"""1894";2021-09-23;06:31:48;46.259;15.095;9.935;322.04;gps;0.066;0;0;0;"1""."
47214;"""1367";2021-09-23;06:14:32;46.176;14.819;9.935;503.024;gps;0.066;0;0;0;"1""."
47186;"""1339";2021-09-23;06:13:38;46.174;14.8;9.935;457.591;gps;0.066;0;0;0;"1""."
43990;"""1849";2022-06-06;10:46:17;45.902;15.009;3.79;381.647;gps;0.066;0;0;0;"1""."
44037;"""1896";2022-06-06;10:47:04;45.9;15.027;3.79;367.056;gps;0.066;0;0;0;"1""."
47244;"""1397";2021-09-23;06:15:31;46.183;14.836;10.001;551.756;gps;0.066;0;0;0;"1""."
47283;"""1436";2021-09-23;06:16:49;46.184;14.861;3.918;575.982;gps;0.066;0;0;0;"1""."
47233;"""1386";2021-09-23;06:15:09;46.179;14.831;10.892;535.746;gps;0.066;0;0;0;"1""."
47502;"""1655";2021-09-23;06:23:59;46.22;14.943;9.935;441.543;gps;0.066;0;0;0;"1""."
44452;"""2311";2022-06-06;10:54:07;45.843;15.156;3.79;329.505;gps;0.066;0;0;0;"1""."
34241;"""20242";2021-09-08;19:11:18;45.97;14.634;3.79;385.952;gps;0.066;0;0;0;"1""."
48074;"""2227";2021-09-23;06:42:42;46.258;15.365;9.935;323.247;gps;0.066;0;0;0;"1""."
48072;"""2225";2021-09-23;06:42:38;46.257;15.364;9.935;324.292;gps;0.066;0;0;0;"1""."
48071;"""2224";2021-09-23;06:42:36;46.257;15.363;9.935;320.344;gps;0.066;0;0;0;"1""."
48028;"""2181";2021-09-23;06:41:11;46.254;15.328;9.935;296.073;gps;0.066;0;0;0;"1""."
46742;"""895";2021-09-23;05:59:12;46.163;14.684;3.79;368.503;gps;0.066;0;0;0;"1""."
48041;"""2194";2021-09-23;06:41:36;46.254;15.339;9.935;302.523;gps;0.066;0;0;0;"1""."
46719;"""872";2021-09-23;05:58:26;46.155;14.671;3.79;365.417;gps;0.066;0;0;0;"1""."
46717;"""870";2021-09-23;05:58:22;46.155;14.669;3.79;365.017;gps;0.066;0;0;0;"1""."
48066;"""2219";2021-09-23;06:42:26;46.257;15.359;9.935;314.749;gps;0.066;0;0;0;"1""."
48067;"""2220";2021-09-23;06:42:28;46.257;15.36;9.935;316.384;gps;0.066;0;0;0;"1""."
48165;"""2318";2021-09-23;06:45:40;46.282;15.425;10.825;375.693;gps;0.066;0;0;0;"1""."
3442;"""3443";2021-09-06;10:20:54;46.025;14.498;3.79;332.192;gps;0.066;0;0;0;"1""."
42941;"""800";2022-06-06;10:28:31;45.969;14.654;3.79;401.965;gps;0.066;0;0;0;"1""."
48167;"""2320";2021-09-23;06:45:44;46.283;15.426;10.601;385.937;gps;0.066;0;0;0;"1""."
46635;"""788";2021-09-23;05:55:40;46.135;14.615;3.79;339.58;gps;0.066;0;0;0;"1""."
48163;"""2316";2021-09-23;06:45:36;46.282;15.424;10.677;369.752;gps;0.066;0;0;0;"1""."
48016;"""2169";2021-09-23;06:40:47;46.254;15.317;9.935;293.746;gps;0.066;0;0;0;"1""."
47800;"""1953";2021-09-23;06:33:43;46.271;15.138;9.935;314.958;gps;0.066;0;0;0;"1""."
43416;"""1275";2022-06-06;10:36:26;45.934;14.802;3.79;385.097;gps;0.066;0;0;0;"1""."
33645;"""19646";2021-09-08;18:51:48;45.873;15.098;3.79;334.546;gps;0.066;0;0;0;"1""."
3295;"""3296";2021-09-06;10:16:04;46.042;14.498;3.79;332.128;gps;0.066;0;0;0;"1""."
47798;"""1951";2021-09-23;06:33:39;46.272;15.137;9.935;314.18;gps;0.066;0;0;0;"1""."
33551;"""19552";2021-09-08;18:48:45;45.845;15.152;3.79;338.886;gps;0.066;0;0;0;"1""."
47767;"""1920";2021-09-23;06:32:40;46.267;15.113;9.935;323.193;gps;0.066;0;0;0;"1""."
47778;"""1931";2021-09-23;06:33:01;46.27;15.121;9.935;320.864;gps;0.066;0;0;0;"1""."
33680;"""19681";2021-09-08;18:52:58;45.885;15.073;3.79;352.72;gps;0.066;0;0;0;"1""."
33679;"""19680";2021-09-08;18:52:56;45.885;15.074;3.79;355.522;gps;0.066;0;0;0;"1""."
33678;"""19679";2021-09-08;18:52:54;45.884;15.074;3.79;358.795;gps;0.066;0;0;0;"1""."
33677;"""19678";2021-09-08;18:52:52;45.884;15.075;3.79;358.245;gps;0.066;0;0;0;"1""."
43377;"""1236";2022-06-06;10:35:47;45.936;14.787;3.79;390.144;gps;0.066;0;0;0;"1""."
47971;"""2124";2021-09-23;06:39:19;46.254;15.279;3.79;289.369;gps;0.066;0;0;0;"1""."
47972;"""2125";2021-09-23;06:39:21;46.255;15.28;3.79;289.224;gps;0.066;0;0;0;"1""."
47976;"""2129";2021-09-23;06:39:29;46.255;15.283;3.79;289.371;gps;0.066;0;0;0;"1""."
47986;"""2139";2021-09-23;06:39:49;46.254;15.292;3.79;289.618;gps;0.066;0;0;0;"1""."
47990;"""2143";2021-09-23;06:39:57;46.254;15.295;3.79;291.844;gps;0.066;0;0;0;"1""."
47991;"""2144";2021-09-23;06:39:59;46.254;15.296;3.79;292.162;gps;0.066;0;0;0;"1""."
48013;"""2166";2021-09-23;06:40:41;46.254;15.314;9.935;293.398;gps;0.066;0;0;0;"1""."
48707;"""2860";2021-09-23;07:03:25;46.357;15.5;3.79;369.725;gps;0.066;0;0;0;"1""."
56526;"""3577";2022-05-28;19:13:00;46.166;14.764;3.967;423.894;gps;0.066;0;0;0;"1""."
56527;"""3578";2022-05-28;19:13:01;46.165;14.764;3.793;422.895;gps;0.066;0;0;0;"1""."
4378;"""4379";2021-09-06;10:51:32;45.881;15.078;5.935;355.477;gps;0.066;0;0;0;"1""."
4376;"""4377";2021-09-06;10:51:28;45.882;15.077;5.428;338.276;gps;0.066;0;0;0;"1""."
56496;"""3547";2022-05-28;19:12:30;46.17;14.774;3.79;431.398;gps;0.066;0;0;0;"1""."
4320;"""4321";2021-09-06;10:49:37;45.9;15.042;3.79;338.271;gps;0.066;0;0;0;"1""."
4282;"""4283";2021-09-06;10:48:25;45.902;15.012;3.79;379.885;gps;0.066;0;0;0;"1""."
14576;"""577";2021-09-08;08:27:36;45.943;15.497;3.79;205.725;gps;0.066;0;0;0;"1""."
14562;"""563";2021-09-08;08:27:09;45.944;15.495;3.79;208.598;gps;0.066;0;0;0;"1""."
4281;"""4282";2021-09-06;10:48:23;45.902;15.011;3.79;380.171;gps;0.066;0;0;0;"1""."
56417;"""3468";2022-05-28;19:11:10;46.175;14.805;3.79;477.974;gps;0.066;0;0;0;"1""."
56799;"""3850";2022-05-28;19:17:35;46.155;14.668;3.79;363.495;gps;0.066;0;0;0;"1""."
4341;"""4342";2021-09-06;10:50:19;45.896;15.057;3.79;311.978;gps;0.066;0;0;0;"1""."
4323;"""4324";2021-09-06;10:49:43;45.9;15.045;3.79;335.545;gps;0.066;0;0;0;"1""."
4322;"""4323";2021-09-06;10:49:41;45.9;15.044;3.79;336.157;gps;0.066;0;0;0;"1""."
56019;"""3070";2022-05-28;19:00:41;46.241;14.956;3.79;388.916;gps;0.066;0;0;0;"1""."
56111;"""3162";2022-05-28;19:02:43;46.218;14.939;3.79;445.474;gps;0.066;0;0;0;"1""."
4428;"""4429";2021-09-06;10:53:08;45.87;15.113;4.248;301.798;gps;0.066;0;0;0;"1""."
55952;"""3003";2022-05-28;18:59:34;46.254;14.977;3.79;385.16;gps;0.066;0;0;0;"1""."
55959;"""3010";2022-05-28;18:59:41;46.253;14.974;3.79;383.31;gps;0.066;0;0;0;"1""."
56292;"""3343";2022-05-28;19:08:40;46.181;14.851;3.79;567.016;gps;0.066;0;0;0;"1""."
56293;"""3344";2022-05-28;19:08:41;46.182;14.851;3.79;566.926;gps;0.066;0;0;0;"1""."
56333;"""3384";2022-05-28;19:09:46;46.181;14.831;3.79;545.512;gps;0.066;0;0;0;"1""."
4403;"""4404";2021-09-06;10:52:20;45.873;15.094;9.935;336.367;gps;0.066;0;0;0;"1""."
56327;"""3378";2022-05-28;19:09:40;46.182;14.833;3.79;550.439;gps;0.066;0;0;0;"1""."
4397;"""4398";2021-09-06;10:52:08;45.875;15.09;10.658;343.764;gps;0.066;0;0;0;"1""."
56283;"""3334";2022-05-28;19:08:31;46.182;14.854;3.79;569.895;gps;0.066;0;0;0;"1""."
56177;"""3228";2022-05-28;19:03:49;46.217;14.916;3.79;493.047;gps;0.066;0;0;0;"1""."
56278;"""3329";2022-05-28;19:08:26;46.182;14.855;3.989;571.358;gps;0.066;0;0;0;"1""."
56873;"""3924";2022-05-28;19:18:49;46.15;14.641;3.79;357.299;gps;0.066;0;0;0;"1""."
4006;"""4007";2021-09-06;10:39:19;45.935;14.808;3.79;369.503;gps;0.066;0;0;0;"1""."
4008;"""4009";2021-09-06;10:39:23;45.935;14.81;3.79;371.205;gps;0.066;0;0;0;"1""."
4032;"""4033";2021-09-06;10:40:10;45.934;14.829;3.79;363.611;gps;0.066;0;0;0;"1""."
4025;"""4026";2021-09-06;10:39:56;45.933;14.823;3.79;362.8;gps;0.066;0;0;0;"1""."
4174;"""4175";2021-09-06;10:44:51;45.924;14.937;3.79;355.132;gps;0.066;0;0;0;"1""."
4164;"""4165";2021-09-06;10:44:31;45.927;14.93;3.79;374.125;gps;0.066;0;0;0;"1""."
4264;"""4265";2021-09-06;10:47:49;45.902;14.997;3.968;362.273;gps;0.066;0;0;0;"1""."
56884;"""3935";2022-05-28;19:19:00;46.148;14.638;3.79;357.571;gps;0.066;0;0;0;"1""."
4263;"""4264";2021-09-06;10:47:47;45.902;14.996;3.95;361.354;gps;0.066;0;0;0;"1""."
4259;"""4260";2021-09-06;10:47:40;45.902;14.994;3.96;361.681;gps;0.066;0;0;0;"1""."
4222;"""4223";2021-09-06;10:46:26;45.91;14.969;3.79;344.523;gps;0.066;0;0;0;"1""."
4220;"""4221";2021-09-06;10:46:22;45.91;14.967;3.79;348.29;gps;0.066;0;0;0;"1""."
4217;"""4218";2021-09-06;10:46:16;45.91;14.964;3.79;350.106;gps;0.066;0;0;0;"1""."
